candidate_id,horizon_frames,outcome,n_rows,n_valid,n_signal,n_signal_valid,episodes,symbol_coverage,share_of_valid_rows,base_p_outcome,n_matched,ctrl_p_outcome,control_draws,p_up,p_down,p_outcome,mean_fwd_ticks,median_fwd_ticks,mfe,mae,median_t_favourable_s,median_t_adverse_s,lift_vs_base_pp,matched_lift_pp,matched_lift_sd,ctrl_mean_ticks,ticks_vs_ctrl,family,logic,formula,truth_class,status,reason
X_TLPI1_vel_acc,8,up,4257,3529,495,466,482,14,0.13205,0.29498,464,0.29871,20,0.34764,0.32833,0.34764,0.10837,0.0,0.91845,-0.68455,155.74596,212.00181,5.26556,4.89331,2.20607,-0.24283,0.3512,cross,"TLPI(1) > θ, velocity > 0, acceleration > 0",,INFERRED,WEAK,matched lift +4.89pp — inside ±5pp of its control
X_E1_market_noveto,2,up,4257,3560,1013,932,340,14,0.2618,0.16826,923,0.13397,20,0.20815,0.15773,0.20815,0.04828,0.0,0.15612,-0.07886,74.07072,72.0404,3.98916,7.41847,0.94141,-0.13375,0.18203,cross,"E1, market permission, no risk state",,INFERRED,PROMISING,matched lift +7.42pp on 340 episodes
X_E1_market_noveto,4,up,4257,3533,1013,910,340,14,0.25757,0.24455,901,0.2157,20,0.27802,0.25055,0.27802,0.0467,0.0,0.38681,-0.28626,100.44565,116.90622,3.34686,6.23152,1.43282,-0.21651,0.26321,cross,"E1, market permission, no risk state",,INFERRED,PROMISING,matched lift +6.23pp on 340 episodes
X_E1_market_noveto,8,up,4257,3529,1013,929,340,14,0.26325,0.29498,921,0.27117,20,0.32185,0.31755,0.32185,-0.09419,0.0,0.64693,-0.676,134.03842,166.64949,2.68656,5.06774,1.5887,-0.32071,0.22652,cross,"E1, market permission, no risk state",,INFERRED,PROMISING,matched lift +5.07pp on 340 episodes
X_E1_persist_noveto,2,up,4257,3560,1059,983,267,14,0.27612,0.16826,983,0.12024,20,0.21872,0.1414,0.21872,0.07884,0.0,0.18159,-0.04883,71.49186,75.82152,5.04616,9.84758,1.04508,-0.13494,0.21378,cross,E1 persistent ≥3 frames and no risk state,,INFERRED,PROMISING,matched lift +9.85pp on 267 episodes
X_E1_persist_noveto,4,up,4257,3533,1059,966,267,14,0.27342,0.24455,966,0.19224,20,0.29503,0.21118,0.29503,0.10507,0.0,0.39855,-0.21998,93.04898,114.20932,5.04786,10.2794,1.17652,-0.24594,0.35101,cross,E1 persistent ≥3 frames and no risk state,,INFERRED,PROMISING,matched lift +10.28pp on 267 episodes
X_E1_persist_noveto,8,up,4257,3529,1059,966,267,14,0.27373,0.29498,966,0.23023,20,0.36128,0.27743,0.36128,0.04296,0.0,0.71739,-0.57143,128.62611,167.3306,6.62956,13.10523,1.39954,-0.38439,0.42735,cross,E1 persistent ≥3 frames and no risk state,,INFERRED,PROMISING,matched lift +13.11pp on 267 episodes
X_touch_dominant_noveto,2,up,4257,3560,702,665,211,14,0.1868,0.16826,662,0.13233,20,0.27068,0.12932,0.27068,0.22556,0.0,0.31053,0.04887,73.1248,72.6474,10.24216,13.83537,0.92782,-0.13497,0.36053,cross,touch-dominant bid and no risk state,,INFERRED,PROMISING,matched lift +13.84pp on 211 episodes
X_touch_dominant_noveto,4,up,4257,3533,702,661,211,14,0.18709,0.24455,658,0.22204,20,0.35703,0.20726,0.35703,0.30862,0.0,0.62405,-0.13767,99.23785,122.8511,11.24786,13.49935,1.08016,-0.1965,0.50512,cross,touch-dominant bid and no risk state,,INFERRED,PROMISING,matched lift +13.50pp on 211 episodes
X_touch_dominant_noveto,8,up,4257,3529,702,674,211,14,0.19099,0.29498,668,0.27635,20,0.40653,0.28338,0.40653,0.13501,0.0,0.92582,-0.54303,122.27552,178.61303,11.15456,13.01827,1.33843,-0.33548,0.47049,cross,touch-dominant bid and no risk state,,INFERRED,PROMISING,matched lift +13.02pp on 211 episodes
